タイトル,cluster
イケメン騎士を拾ったんだがどうしたらいい？〜恋するMOON DOGスピンオフ〜 2,2
レジェンド　18,2
前田慶次 かぶき旅（20）,2
キミガイルセカイ（2）,6
キミガイルセカイ（1）,6
魔術師クノンは見えている　7,2
極主夫道 16,2
ミハルの戦場（3）,2
時々ボソッとロシア語でデレる隣のアーリャさん（8）,2
愛さないといわれましても〜元魔王の伯爵令嬢は生真面目軍人に餌付けをされて幸せになる〜（6）,2
土竜（モグラ）の唄（93）,6
高嶺のハナさん （13）,2
花嫁修業をやめたくて、冷徹公爵の13番目の婚約者になります（8）,2
杖と剣のウィストリア（14）,2
辺境ぐらしの魔王、転生して最強の魔術師になる　13,2
傷モノの花嫁（9）,2
アサギロ〜浅葱狼〜（32）,2
神様のバレー　39,2
なぜ僕の世界を誰も覚えていないのか？　14,2
ウチの百鬼夜行,2
異世界に来たみたいだけど如何すれば良いのだろう（5）,2
青のオーケストラ（13）,2
没落した貴族家に拾われたので恩返しで復興させます（1）,2
風魔の小次郎　外伝　飛鳥無明帖　1,2
〜銀牙伝説〜レクイエム （　8）,2
天空の扉 （23）完,2
真綿の檻（7）,6
ゴブリンスレイヤー外伝2 鍔鳴の太刀《ダイ・カタナ》（9）,2
テツぼん（39）,6
愛され皇妃のゆううつ 2,2
運命の巻戻士（11）,6
本好きの下剋上〜司書になるためには手段を選んでいられません〜第四部「貴族院の図書館を救いたい！11」,5
罪悪,2
孔明のヨメ。　18,2
矢野くんの普通の日々（12）,2
1日外出録ハンチョウ（21）,2
わたしの恋のはじめかた（4）,2
異世界薬局　（12）,2
マネマネにちにち（2）,2
ぼくの推しがメロすぎる！,2
学園ベビーシッターズ 27,5
僕はすべてを知っている（8）,2
心が読める王女は婚約者の溺愛に気づかない　2,2
怨み屋本舗 STREAM 3,2
DEAD　ROCK（6）,2
終わりのセラフ 35,2
カテナチオ 8,2
チハヤリスタート！　3,2
包帯ごっこ 6,2
恋人以上友人未満 10,2
姉のともだち 3,2
ハナバス　苔石花江のバスケ論（4）,2
大怪獣ゲァーチマ（7）,2
異世界チート戦士＆魔法使い　2,2
金瓶梅（61）,2
あかね噺 19,2
夜鐘のキト（2）,2
花野井くんと恋の病（18）,2
魁の花巫女（6）,2
新装版 機動戦士ガンダム ギレン暗殺計画 1,2
戦隊大失格（20）,2
出戻りて、奈良。〜シカ県民やりなおし日記〜,2
昭和のグラゼニ（9）,2
淡海乃海 水面が揺れる時 第13巻,2
末っ子皇女殿下　8,2
ブルーロック（35）,2
忘却バッテリー 22,2
警部補ダイマジン （27）,2
大ダーク（9）,2
素材採取家の異世界旅行記（9）,2
その婚約者、いらないのでしたらわたしがもらいます！ ずたぼろ令息が天下無双の旦那様になりました 1,2
精霊幻想記 13,5
帝都聖杯奇譚 Fate／type Redline（6）,2
社長と酒と星（3）,2
ありす、宇宙までも（5）,5
犬飼くんのシッポー恋するMOON DOGスピンオフー 2,2
社交界の毒婦とよばれる私〜素敵な辺境伯令息に腕を折られたので、責任とってもらいます〜 2,2
アンダー3（3）,2
VTuber草村しげみ〜遠くに行ってしまった気がした推しが全然遠くに行ってくれない話〜（2）,2
理想のヒモ生活　（24）,2
竜馬がゆく 14,2
ふかふかダンジョン攻略記〜俺の異世界転生冒険譚〜（18）,2
みょーちゃん先生はかく語りき（11）,2
恋スルシカク（3）,2
真夜中ハートチューン（11）,2
ビバリウムで朝食を　4,2
恋になるとは聞いてない（2）,6
きらりん☆レボリューション 愛蔵版（1）,5
無能なナナ（14）,2
WIND　BREAKER　ポストカードブック「風」,5
酷くしないで12,2
つくもごみ,5
エクソシストを堕とせない 13,2
アンダーニンジャ（16）,2
マジカル★エクスプローラー エロゲの友人キャラに転生したけど、ゲーム知識使って自由に生きる　（3）,2
ベル・プペーのスパダリ婚約〜「好みじゃない」と言われた人形姫、我慢をやめたら皇子がデレデレになった。実に愛い！〜（コミック）（2）,2
世界最強の後衛　〜迷宮国の新人探索者〜　10,2
葬送のフリーレン ぬり絵BOOK,5
今泉ん家はどうやらギャルの溜まり場になってるらしい〜DEEP〜（9）,2
金田一パパの事件簿（2）,2
科学的に存在しうるクリーチャー娘の観察日誌　17,2
彼女の友達（6）,2
5人の王 10,2
僕のヒーローアカデミア ファイナルファンブック Ultra Age,5
青薔薇アンティークの小公女7,2
夫を味方にする方法　5,2
ゴーストフィクサーズ 6,2
〈小市民〉　春期限定いちごタルト事件（2）,2
GIANT　KILLING（67）,2
豚のレバーは加熱しろ 8,2
ダンジョンに潜むヤンデレな彼女に俺は何度も殺される　6,2
悪役令嬢の怠惰な溜め息 10,2
漆黒の猫は溺愛する（3）,2
見える子ちゃん　13,2
タヌキとキツネ ゆるっと,5
ドローイング 最強漫画家はお絵描きスキルで異世界無双する！16,2
TS衛生兵さんの戦場日記 4,2
異世界の沙汰は社畜次第 7,2
宝石箱に愛をつめよう（1）,2
くまぐらし　（04）（4）,2
ドラゴンボールSD 12,2
クマとウサギは友達ではいられない（2）,2
小林さんちのメイドラゴン（18）,2
まどろみバーメイド　18,2
しゅごキャラ！　ジュエルジョーカー（3）,2
これ描いて死ね（8）,2
ドラゴン養ってください（5）,6
ザ・キンクス（3）,5
オーイ！とんぼ　第59巻,2
ふたりの夏が終わるまで （　5）,2
顔だけじゃ好きになりません 16,2
悪役のエンディングは死のみ　10,2
たまのこしいれ -アシガールEDO- 4,2
新九郎、奔る！（21）,6
なきっつらに恋（2）,6
灰被り姫は結婚した、なお王子は（10）,6
前世が伝説の大魔女だった不遇聖女は皇帝陛下に溺愛されています（2）,2
元悪役令嬢、巻き戻ったので王子様から逃走しようと思います！　5,2
パラショッパーズ（3）,2
憂国のモリアーティ 21,2
追放された錬金術師、アダルトグッズで世界を救う　〜どんなモンスターも絶対にイカせる男〜（4）,2
みいちゃんと山田さん（2）,2
シャングリラ・フロンティア（24）　〜クソゲーハンター、神ゲーに挑まんとす〜,2
ミイラの飼い方（22）,2
地縛少年 花子くん,2
公道ウルフ　18,2
みずぽろ（6）,6
廻天のアルバス（7）,2
WORST外伝　ドクロ　20,2
星降る王国のニナ　画集　The　Art　of　Nina　the　Starry　Bride,5
アオハルは愛し愛され　下,2
ある日、お姫様になってしまった件について　12,2
スモークブルーの雨のち晴れ 8,2
秘匿夫婦〜クピドの悪戯〜 （14）,2
瓜を破る　13,2
絢爛たるグランドセーヌ　29,2
社内ビッチちゃんは今日もときめきが止められない（5）,2
恋心に苦しむ王妃は、異国の薬師王太子に求愛される（2）,2
リコリス・リコイル　7,2
辺境の錬金術師　〜今更予算ゼロの職場に戻るとかもう無理〜 8,2
栽培チートで最強菜園〜え、ただの家庭菜園ですけど？〜（7）,2
ダンダダン 21,2
売られた辺境伯令嬢は隣国の王太子に溺愛される（12）,2
陛下、心の声がだだ漏れです！5,2
K2（51）,2
軍神と偽りの花嫁 3,2
異世界ゆるっとサバイバル生活〜学校の皆と異世界の無人島に転移したけど俺だけ楽勝です〜 9,2
週末やらかし飯（5）,2
少女マンガなら叶わない恋 2,2
カードファイト!! ヴァンガード YouthQuake（7）,2
転生無敗の異世界賢者　〜ゲームのジョブで楽しいセカンドライフ〜　5,2
異世界おじさん　14,2
アズールレーン　8th Anniversary Art Collection,5
ELDEN RING　黄金樹への道　10,2
どうせ泣くなら恋がいい 10,2
夜行堂奇譚 4,2
野生のラスボスが現れた！　黒翼の覇王（11）,2
テルスター’86（1）,6
ブラック魔道具師ギルドを追放された私、王宮魔術師として拾われる　〜ホワイトな宮廷で、幸せな新生活を始めます！〜（コミック）（5）,2
ベヒモスの花婿　1,2
ファリスの結婚 2,2
惨家　6,2
サイコ×パスト　猟奇殺人潜入捜査　12,2
史記 愛蔵版（4）,6
東方酔蝶華 〜ロータスイーター達の酔醒　9,2
はじめてのおにいちゃん 2,5
魔王になったので、ダンジョン造って人外娘とほのぼのする　12,2
追放された不遇職『色使い』が世界を塗り替えるまで　〜美少女だらけのSランクパーティーで最強スキルの本当の使い方を知り無双する〜（1）,2
過保護な若旦那様の甘やかし婚（9）,2
こはるの空とアニマルライフ（4）,2
こういうのがいい 11,2
私と相性良い人、いませんか？ 1,2
恋する鉄面皮　7,2
メゾンプアナの7人の食卓　3,5
辺境警備　前史　〜銀のイリュージオ〜　1,2
賭ケグルイ,2
無自覚な天才少女は気付かない 6,2
林檎の国のジョナ（2）,2
二番手の女　歌姫としての誇りを胸に、最後のご奉公をいたします（6）,2
死亡確定令嬢による華麗なる生存戦略〜美形暗殺者を探し出して育てたら、溺愛ルートに入ったようです〜（1）,2
クレバテスー魔獣の王と赤子と屍の勇者ー　11,2
転生赤ちゃんカティは諜報活動しています（3）,2
S級ギルドを追放されたけど、実は俺だけドラゴンの言葉がわかるので、気付いたときには竜騎士の頂点を極めてました。 7,2
永年雇用は可能でしょうか（5）,2
アマチュアビジランテ（6）,2
EVOL （イーヴォー） 10,2
神の庭付き楠木邸（5）,2
王子様の友達　4,2
山を渡る　-三多摩大岳部録ー　8,2
転生幼女はお詫びチートで異世界ごーいんぐまいうぇい（5）,2
キルアオ 13,2
キャシャーンR　1,2
終末のワルキューレ奇譚 ジャック・ザ・リッパーの事件簿（9）,2
辺境の薬師、都でSランク冒険者となる〜英雄村の少年がチート薬で無自覚無双〜（10）,2
織津江大志の異世界クリ娘サバイバル日誌　11,2
そのメイド、危険につき 3,2
ベルセルク 43,2
ドリーム☆ジャンボ☆ガール（3）,2
九条の大罪（15）,2
ウマ娘 シンデレラグレイ 21,2
追放された聖女ですが、どうやら私が本物です 2 前世薬師は“癒し”の薬で救いたい！,2
迷子の女の子を家まで届けたら、玄関から出て来たのは学年一の美少女でした（2）,2
野蛮のプロポーズ 2,2
あおのたつき（18）,2
鴨乃橋ロンの禁断推理 19,2
バキ外伝　烈海王は異世界転生しても一向にかまわんッッ　15,2
まるさんかくしかく（5）,2
まんきつしたい常連さん,2
キスより先に誓います　1,2
最後にひとつだけお願いしてもよろしいでしょうか（10）,2
デスマーチからはじまる異世界狂想曲19,2
かわいすぎる人よ！　4,2
最弱テイマーはゴミ拾いの旅を始めました。@COMIC 第8巻,2
てんぷる（14）,2
旦那様、稼いで離婚させていただきます！ 3,2
